Lớp,Mã HP,Môn,TC,LT,TH,Tự học,PCGD,SS lớp,Mã LHP,Nhóm,LT/TH,Thứ,Ca,GĐ,GV,Ghi chú,Ghi chú
K70A-DS1,FLF1107,Tiếng Anh B1,5,75,,,9,117,FLF1107 6,CL,LT,3,2,ONL,Nguyễn Thị Huyền Trang,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70A-DS2,UET.AI2013,Phương pháp luận lập trình,3,30,,,7,59,UET.AI2013 7,CL,LT,4,2,210-B,Nguyễn Hải Toàn,,"Học 1 ca/10 tuần, thi đợt 1"
K70A-DS2,UET.AI2013,Phương pháp luận lập trình,3,,30,,7,59,UET.AI2013 7,CL,TH,3,4,303-A,Lương Sơn Bá+Nguyễn Tuấn Hưng,,"Học 1 ca/10 tuần, thi đợt 1"
K70A-DS2,UET.CS1058,Cấu trúc dữ liệu và giải thuật,3,30,,,1,59,UET.CS1058 7,CL,LT,5,2,304-B,Bùi Ngọc Thăng,,"Học 1 ca/10 tuần, thi đợt 1"
K70A-DS2,UET.CS1058,Cấu trúc dữ liệu và giải thuật,3,,15,,1,59,UET.CS1058 7,CL,TH,2,3,501-B,Nguyễn Tiến Đạt+Ngô Việt Anh,,"Học 1 ca/10 tuần, thi đợt 1"
K70A-DS2,UET.MAT1051,Giải tích 2,5,45,,,9,59,UET.MAT1051 51,CL,LT,4,1,210-B,Nguyễn Minh Tuấn,,"Học 1 ca/15 tuần, thi đợt 2"
K70A-DS2,UET.MAT1051,Giải tích 2,5,,60,,9,59,UET.MAT1051 51,CL,TH,2,4,501-B,Nguyễn Minh Tuấn,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70A-DS2,UET.MAT1051,Giải tích 2,5,,60,,9,59,UET.MAT1051 51,CL,TH,4,3,210-B,Nguyễn Minh Tuấn,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70A-DS2,UET.PHY1095,Vật lý đại cương 1,3,30,15,,4,59,UET.PHY1095 28,CL,LT+TH,2,2,501-B,Nguyễn Đức Cường+Trần Đức Đông,,"Học 1 ca/15 tuần, thi đợt 2"
K70A-DS2,FLF1107,Tiếng Anh B1,5,75,,,9,117,FLF1107 6,CL,LT,3,2,ONL,Nguyễn Thị Huyền Trang,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70C-CE1,UET.COM1050,Tư duy tính toán,5,45,,,1,58,UET.COM1050 38,CL,LT,6,3,203-B,Phạm Đình Nguyện,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE1,UET.COM1050,Tư duy tính toán,5,,42,,1,58,UET.COM1050 38,CL,TH,3,1,407-A,Nguyễn Văn Duy+Nguyễn Lưu Tú,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE1,UET.MAT1050,Giải tích 1,5,45,,,9,58,UET.MAT1050 28,CL,LT,5,2,210-B,Vũ Thị Thùy Anh,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE1,UET.MAT1050,Giải tích 1,5,,60,,9,58,UET.MAT1050 28,CL,TH,4,2,506-B,Đỗ Thị Thu Hà,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-CE1,UET.MAT1050,Giải tích 1,5,,60,,9,58,UET.MAT1050 28,CL,TH,5,3,408-B,Đỗ Thị Thu Hà,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-CE1,UET.PHY1096,Vật lý đại cương 2,3,30,15,105,4,58,UET.PHY1096 47,CL,LT+TH,5,4,408-B,Nguyễn Kiên Cường,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE1,PHI1006,Triết học Mác - Lênin,3,45,,,9,58,PHI1006 30,CL,LT,6,4,203-B,Vũ Thị Kiều Phương,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE1,THL1057,Nhà nước và pháp luật đại cương,2,30,,,9,58,THL1057 1,CL,ONL,,,ONL,Viện Khảo thí,Tự học,"Học 1 ca/10 tuần, thi đợt 1"
K70C-CE2,UET.COM1050,Tư duy tính toán,5,45,,,1,58,UET.COM1050 39,CL,LT,3,1,409-B,Vũ Minh Anh,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE2,UET.COM1050,Tư duy tính toán,5,,42,,1,58,UET.COM1050 39,CL,TH,2,1,303-A,Bành Đức Minh+Nguyễn Lưu Tú,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE2,UET.MAT1050,Giải tích 1,5,45,,,9,58,UET.MAT1050 29,CL,LT,6,3,507-B,Vũ Thị Thùy Anh,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE2,UET.MAT1050,Giải tích 1,5,,60,,9,58,UET.MAT1050 29,CL,TH,6,2,506-B,Đỗ Thị Thu Hà,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-CE2,UET.MAT1050,Giải tích 1,5,,60,,9,58,UET.MAT1050 29,CL,TH,4,3,204-B,Đỗ Thị Thu Hà,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-CE2,UET.PHY1096,Vật lý đại cương 2,3,30,15,105,4,58,UET.PHY1096 48,CL,LT+TH,4,2,204-B,Đỗ Thị Hương Giang+Trần Đức Đông,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE2,PHI1006,Triết học Mác - Lênin,3,45,,,9,58,PHI1006 31,CL,LT,4,4,204-B,Nguyễn Minh Tuấn,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE2,THL1057,Nhà nước và pháp luật đại cương,2,30,,,9,58,THL1057 1,CL,ONL,,,ONL,Viện Khảo thí,Tự học,"Học 1 ca/10 tuần, thi đợt 1"
K70C-CE3,UET.COM1050,Tư duy tính toán,5,45,,,1,58,UET.COM1050 40,CL,LT,4,2,304-B,Ngô Đình Đạt,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE3,UET.COM1050,Tư duy tính toán,5,,42,,1,58,UET.COM1050 40,CL,TH,5,2,407-A,Phạm Hồng Ngọc+Nguyễn Lưu Tú,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE3,UET.MAT1050,Giải tích 1,5,45,,,9,58,UET.MAT1050 30,CL,LT,6,1,510-B,Vũ Thị Thùy Anh,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE3,UET.MAT1050,Giải tích 1,5,,60,,9,58,UET.MAT1050 30,CL,TH,3,3,210-B,Đỗ Thị Thu Hà,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-CE3,UET.MAT1050,Giải tích 1,5,,60,,9,58,UET.MAT1050 30,CL,TH,2,2,108-B,Đỗ Thị Thu Hà,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-CE3,UET.PHY1096,Vật lý đại cương 2,3,30,15,105,4,58,UET.PHY1096 49,CL,LT+TH,3,2,210-B,Nguyễn Tuấn Cảnh,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE3,PHI1006,Triết học Mác - Lênin,3,45,,,9,58,PHI1006 32,CL,LT,4,1,304-B,Lê Anh Dũng,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-CE3,THL1057,Nhà nước và pháp luật đại cương,2,30,,,9,58,THL1057 1,CL,ONL,,,ONL,Viện Khảo thí,Tự học,"Học 1 ca/10 tuần, thi đợt 1"
K70C-ID1,UET.COM1050,Tư duy tính toán,5,45,,,1,59,UET.COM1050 41,CL,LT,4,2,101-B,Phạm Đình Nguyện,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID1,UET.COM1050,Tư duy tính toán,5,,42,,1,59,UET.COM1050 41,CL,TH,5,3,307-A,Nguyễn Văn Duy+Lê Đức Duy,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID1,UET.IGD1066,Nguyên lý thị giác,3,30,30,,5,59,UET.IGD1066 1,CL,LT,2,2,110-B,Phạm Hoàng Vân,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-ID1,UET.IGD1066,Nguyên lý thị giác,3,30,30,,5,59,UET.IGD1066 1,CL,LT,3,3,502-B,Phạm Hoàng Vân,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-ID1,UET.IGD2090,Phần mềm thiết kế 2D,3,15,60,,5,59,UET.IGD2090 1,CL,LT,4,3,207-B,Dương Thị Tuyết Nhung,,"Học 2 ca/15 tuần, thi đợt 2"
K70C-ID1,UET.IGD2090,Phần mềm thiết kế 2D,3,15,60,,5,59,UET.IGD2090 1,CL,LT,2,1,110-B,Dương Thị Tuyết Nhung,,"Học 2 ca/15 tuần, thi đợt 2"
K70C-ID1,UET.MAT1050,Giải tích 1,5,45,,,9,59,UET.MAT1050 31,CL,LT,3,2,208-B,Phan Hải Đăng,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID1,UET.MAT1050,Giải tích 1,5,,60,,9,59,UET.MAT1050 31,CL,TH,4,1,101-B,Hoàng Ngọc Quý,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-ID1,UET.MAT1050,Giải tích 1,5,,60,,9,59,UET.MAT1050 31,CL,TH,2,3,110-B,Hoàng Ngọc Quý,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-ID1,PHI1006,Triết học Mác - Lênin,3,45,,,9,59,PHI1006 33,CL,LT,6,2,309-B,Vũ Thị Thu Hằng,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID2,UET.COM1050,Tư duy tính toán,5,45,,,1,57,UET.COM1050 42,CL,LT,2,2,510-B,Phạm Đình Nguyện,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID2,UET.COM1050,Tư duy tính toán,5,,42,,1,57,UET.COM1050 42,CL,TH,5,1,504-A,Nguyễn Văn Duy+Nguyễn Huỳnh Trà My,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID2,UET.IGD1066,Nguyên lý thị giác,3,30,30,,5,57,UET.IGD1066 2,CL,LT,3,4,501-B,Phạm Hoàng Vân,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-ID2,K69C-ID2,Nguyên lý thị giác,3,30,30,,5,57,UET.IGD1066 2,CL,LT,4,2,507-B,Phạm Hoàng Vân,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-ID2,UET.IGD2090,Phần mềm thiết kế 2D,3,15,60,,5,57,UET.IGD2090 2,CL,LT,5,2,504-A,Dương Thị Tuyết Nhung,,"Học 2 ca/15 tuần, thi đợt 2"
K70C-ID2,UET.IGD2090,Phần mềm thiết kế 2D,3,15,60,,5,57,UET.IGD2090 2,CL,LT,3,3,506-B,Dương Thị Tuyết Nhung,,"Học 2 ca/15 tuần, thi đợt 2"
K70C-ID2,UET.MAT1050,Giải tích 1,5,45,,,9,57,UET.MAT1050 32,CL,LT,4,1,507-B,Phan Hải Đăng,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID2,UET.MAT1050,Giải tích 1,5,,60,,9,57,UET.MAT1050 32,CL,TH,3,2,206-T,Hoàng Ngọc Quý,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-ID2,UET.MAT1050,Giải tích 1,5,,60,,9,57,UET.MAT1050 32,CL,TH,6,2,501-B,Hoàng Ngọc Quý,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-ID2,PHI1006,Triết học Mác - Lênin,3,45,,,9,57,PHI1006 34,CL,LT,2,1,510-B,Mai K Đa,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID3,UET.COM1050,Tư duy tính toán,5,45,,,1,58,UET.COM1050 43,CL,LT,2,2,103-B,Vũ Minh Anh,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID3,UET.COM1050,Tư duy tính toán,5,,42,,1,58,UET.COM1050 43,CL,TH,3,2,403-A,Phạm Hồng Ngọc+Nguyễn Minh Đức,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID3,UET.IGD1066,Nguyên lý thị giác,3,30,30,,5,58,UET.IGD1066 3,CL,LT,4,3,406-B,Phạm Hoàng Vân,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-ID3,UET.IGD1066,Nguyên lý thị giác,3,30,30,,5,58,UET.IGD1066 3,CL,LT,5,4,207-T,Phạm Hoàng Vân,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-ID3,UET.IGD2090,Phần mềm thiết kế 2D,3,15,60,,5,58,UET.IGD2090 3,CL,LT,3,1,203-B,Dương Thị Tuyết Nhung,,"Học 2 ca/15 tuần, thi đợt 2"
K70C-ID3,UET.IGD2090,Phần mềm thiết kế 2D,3,15,60,,5,58,UET.IGD2090 3,CL,LT,5,3,210-T,Dương Thị Tuyết Nhung,,"Học 2 ca/15 tuần, thi đợt 2"
K70C-ID3,UET.MAT1050,Giải tích 1,5,45,,,9,58,UET.MAT1050 33,CL,LT,4,2,406-B,Phan Hải Đăng,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID3,UET.MAT1050,Giải tích 1,5,,60,,9,58,UET.MAT1050 33,CL,TH,5,2,208-T,Đỗ Thị Thu Hà,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-ID3,UET.MAT1050,Giải tích 1,5,,60,,9,58,UET.MAT1050 33,CL,TH,2,3,308-B,Đỗ Thị Thu Hà,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-ID3,PHI1006,Triết học Mác - Lênin,3,45,,,9,58,PHI1006 35,CL,LT,6,3,102-B,Nguyễn Minh Tuấn,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID4,UET.COM1050,Tư duy tính toán,5,45,,,1,56,UET.COM1050 44,CL,LT,2,1,104-B,Vũ Minh Anh,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID4,UET.COM1050,Tư duy tính toán,5,,42,,1,56,UET.COM1050 44,CL,TH,4,3,304-B,Phạm Hồng Ngọc+Nguyễn Huỳnh Trà My,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID4,UET.IGD1066,Nguyên lý thị giác,3,30,30,,5,56,UET.IGD1066 4,CL,LT,4,1,104-B,Bùi Thị Thanh Hoa,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-ID4,UET.IGD1066,Nguyên lý thị giác,3,30,30,,5,56,UET.IGD1066 4,CL,LT,5,2,502-B,Bùi Thị Thanh Hoa,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-ID4,UET.IGD2090,Phần mềm thiết kế 2D,3,15,60,,5,56,UET.IGD2090 4,CL,LT,3,4,203-B,Dương Thị Tuyết Nhung,,"Học 2 ca/15 tuần, thi đợt 2"
K70C-ID4,UET.IGD2090,Phần mềm thiết kế 2D,3,15,60,,5,56,UET.IGD2090 4,CL,LT,2,2,301-B,Dương Thị Tuyết Nhung,,"Học 2 ca/15 tuần, thi đợt 2"
K70C-ID4,UET.MAT1050,Giải tích 1,5,45,,,9,56,UET.MAT1050 34,CL,LT,3,1,307-B,Phan Hải Đăng,,"Học 1 ca/15 tuần, thi đợt 2"
K70C-ID4,UET.MAT1050,Giải tích 1,5,,60,,9,56,UET.MAT1050 34,CL,TH,3,2,307-B,Đỗ Thị Thu Hà,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70C-ID4,UET.MAT1050,Giải tích 1,5,,60,,9,56,UET.MAT1050 34,CL,TH,6,3,509-B,Đỗ Thị Thu Hà,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70C-ID4,PHI1006,Triết học Mác - Lênin,3,45,,,9,56,PHI1006 36,CL,LT,5,3,502-B,Nguyễn Thị Thu Hường,,"Học 1 ca/15 tuần, thi đợt 2"
K70S-AE1,PHI1006,Triết học Mác - Lênin,3,45,,,9,55,PHI1006 37,CL,LT,2,2,205-B,Đặng Hà Chi,,"Học 1 ca/15 tuần, thi đợt 2"
K70S-AE1,THL1057,Nhà nước và pháp luật đại cương,2,30,,,9,55,THL1057 1,CL,ONL,,,ONL,Viện Khảo thí,Tự học,"Học 1 ca/10 tuần, thi đợt 1"
K70S-AE1,UET.MAT1050,Giải tích 1,5,45,,145,9,55,UET.MAT1050 24,CL,LT,6,4,505-B,Đào Hoàng Dũng,,"Học 1 ca/15 tuần, thi đợt 2"
K70S-AE1,UET.MAT1050,Giải tích 1,5,,60,145,9,55,UET.MAT1050 24,CL,TH,4,4,501-B,Dương Thị Thùy Vinh,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70S-AE1,UET.MAT1050,Giải tích 1,5,,60,145,9,55,UET.MAT1050 24,CL,TH,5,1,308-B,Dương Thị Thùy Vinh,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70S-AE1,UET.PHY1096,Vật lý đại cương 2,3,30,15,105,4,55,UET.PHY1096 40,CL,LT+TH,3,4,202-B,Đồng Quốc Việt,,"Học 1 ca/15 tuần, thi đợt 2"
K70S-AE2,PHI1006,Triết học Mác - Lênin,3,45,,,9,54,PHI1006 44,CL,LT,4,2,308-B,Nguyễn Minh Tuấn,,"Học 1 ca/15 tuần, thi đợt 2"
K70S-AE2,THL1057,Nhà nước và pháp luật đại cương,2,30,,,9,54,THL1057 1,CL,ONL,,,ONL,Viện Khảo thí,Tự học,"Học 1 ca/10 tuần, thi đợt 1"
K70S-AE2,UET.MAT1050,Giải tích 1,5,45,,145,9,54,UET.MAT1050 25,CL,LT,5,3,505-B,Trần Thanh Hải,,"Học 1 ca/15 tuần, thi đợt 2"
K70S-AE2,UET.MAT1050,Giải tích 1,5,,60,145,9,54,UET.MAT1050 25,CL,TH,2,3,209-B,Nguyễn Thị Thương,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70S-AE2,UET.MAT1050,Giải tích 1,5,,60,145,9,54,UET.MAT1050 25,CL,TH,6,3,410-B,Nguyễn Thị Thương,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70S-AE2,UET.PHY1096,Vật lý đại cương 2,3,30,15,105,4,54,UET.PHY1096 41,CL,LT+TH,3,3,410-B,Lê Việt Cường,,"Học 1 ca/15 tuần, thi đợt 2"
K70G-AT,UET.BIO2008,Sinh học đại cương,3,39,,99,8,29,UET.BIO2008 1,CL,LT,5,2,213-T,Hà Thị Quyến+Nguyễn Văn Hạnh,,"Học 1 ca/15 tuần, thi đợt 2"
K70G-AT,UET.BIO2008,Sinh học đại cương,3,,12,99,8,14,UET.BIO2008 1,1,TH,6,3,404-E5,Hà Thị Quyến+Nguyễn Văn Hạnh,Học tuần 3-6,Thi đợt 2
K70G-AT,UET.BIO2008,Sinh học đại cương,3,,12,99,8,15,UET.BIO2008 1,2,TH,6,4,404-E5,Hà Thị Quyến+Nguyễn Văn Hạnh,Học tuần 3-6,Thi đợt 2
K70G-AT,UET.CHE1054,Cơ sở hóa học hữu cơ và phân tích,3,33,,93,8,29,UET.CHE1054 1,CL,LT,3,2,504-B,Lê Thị Hiên+Vũ Thị Huyền,,"Học 1 ca/11 tuần, thi đợt 2"
K70G-AT,UET.CHE1054,Cơ sở hóa học hữu cơ và phân tích,3,,24,93,8,14,UET.CHE1054 1,1,TH,6,3,404-E5,Lê Thị Hiên+Vũ Thị Huyền,Học tuần 8-15,Thi đợt 2
K70G-AT,UET.CHE1054,Cơ sở hóa học hữu cơ và phân tích,3,,24,93,8,15,UET.CHE1054 1,2,TH,6,4,404-E5,Lê Thị Hiên+Vũ Thị Huyền,Học tuần 8-15,Thi đợt 2
K70G-AT,UET.COM1050,Tư duy tính toán,5,45,,163,1,29,UET.COM1050 30,CL,LT,5,3,213-T,Phạm Minh Triển,,"Học 1 ca/15 tuần, thi đợt 2"
K70G-AT,UET.COM1050,Tư duy tính toán,5,,42,163,1,29,UET.COM1050 30,CL,TH,2,1,407-A,Phùng Trường Trinh+Lê Việt Quân,,"Học 1 ca/15 tuần, thi đợt 2"
K70G-AT,UET.MAT1050,Giải tích 1,5,45,,145,9,29,UET.MAT1050 26,CL,LT,3,1,504-B,Nguyễn Minh Tuấn,,"Học 1 ca/15 tuần, thi đợt 2"
K70G-AT,UET.MAT1050,Giải tích 1,5,,60,145,9,29,UET.MAT1050 26,CL,TH,4,2,202-A,Nguyễn Minh Tuấn,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70G-AT,UET.MAT1050,Giải tích 1,5,,60,145,9,29,UET.MAT1050 26,CL,TH,3,3,504-B,Nguyễn Minh Tuấn,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70G-AT,UET.PHY1096,Vật lý đại cương 2,3,30,15,105,4,29,UET.PHY1096 42,CL,LT+TH,5,4,213-T,Vũ Nguyên Thức,,"Học 1 ca/15 tuần, thi đợt 2"
K70G-BE,UET.BIO2008,Sinh học đại cương,3,39,,99,8,40,UET.BIO2008 2,CL,LT,4,1,504-B,Hà Thị Quyến+Nguyễn Văn Hạnh,,"Học 1 ca/15 tuần, thi đợt 2"
K70G-BE,UET.BIO2008,Sinh học đại cương,3,,12,99,8,20,UET.BIO2008 2,1,TH,3,2,404-E5,Hà Thị Quyến+Nguyễn Văn Hạnh,Học tuần 7-10,Thi đợt 2
K70G-BE,UET.BIO2008,Sinh học đại cương,3,,12,99,8,20,UET.BIO2008 2,2,TH,4,2,404-E5,Hà Thị Quyến+Nguyễn Văn Hạnh,Học tuần 7-10,Thi đợt 2
K70G-BE,UET.CHE1054,Cơ sở hóa học hữu cơ và phân tích,3,33,,93,8,40,UET.CHE1054 2,CL,LT,6,2,205-A,Lê Thị Hiên+Vũ Thị Huyền,,"Học 1 ca/10 tuần, thi đợt 1"
K70G-BE,UET.CHE1054,Cơ sở hóa học hữu cơ và phân tích,3,,24,93,8,20,UET.CHE1054 2,1,TH,3,1,404-E5,Lê Thị Hiên+Vũ Thị Huyền,Học tuần 8-15,Thi đợt 2
K70G-BE,UET.CHE1054,Cơ sở hóa học hữu cơ và phân tích,3,,24,93,8,20,UET.CHE1054 2,2,TH,5,3,404-E5,Lê Thị Hiên+Vũ Thị Huyền,Học tuần 8-15,Thi đợt 2
K70G-BE,UET.COM1050,Tư duy tính toán,5,45,,163,1,40,UET.COM1050 31,CL,LT,2,4,302-B,Phạm Minh Triển,,"Học 1 ca/15 tuần, thi đợt 2"
K70G-BE,UET.COM1050,Tư duy tính toán,5,,42,163,1,40,UET.COM1050 31,CL,TH,5,4,503-A,Hoàng Thị Ngọc Trang+Hà Quang Hưng,,"Học 1 ca/15 tuần, thi đợt 2"
K70G-BE,UET.MAT1050,Giải tích 1,5,45,,145,9,40,UET.MAT1050 27,CL,LT,6,1,205-A,Nguyễn Chinh Kiên,,"Học 1 ca/15 tuần, thi đợt 2"
K70G-BE,UET.MAT1050,Giải tích 1,5,,60,145,9,40,UET.MAT1050 27,CL,TH,6,3,205-A,Nguyễn Thị Hằng,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70G-BE,UET.MAT1050,Giải tích 1,5,,60,145,9,40,UET.MAT1050 27,CL,TH,2,3,302-B,Nguyễn Thị Hằng,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70G-BE,UET.PHY1096,Vật lý đại cương 2,3,30,15,105,4,40,UET.PHY1096 46,CL,TL+TH,3,3,505-A,Nguyễn Đăng Phú,,"Học 1 ca/15 tuần, thi đợt 2"
K70M-EM,PHI1006,Triết học Mác - Lênin,3,45,,,9,66,PHI1006 24,CL,LT,5,1,508-B,Nguyễn Thị Thu Hường,,"Học 1 ca/15 tuần, thi đợt 2"
K70M-EM,UET.MAT1051,Giải tích 2,5,45,,145,9,66,UET.MAT1051 37,CL,LT,4,2,106-A,Trần Thanh Hải,,"Học 1 ca/15 tuần, thi đợt 2"
K70M-EM,UET.MAT1051,Giải tích 2,5,,60,145,9,66,UET.MAT1051 37,CL,TH,5,2,508-B,Nguyễn Khánh Sơn,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70M-EM,UET.MAT1051,Giải tích 2,5,,60,145,9,66,UET.MAT1051 37,CL,TH,2,3,405-B,Nguyễn Khánh Sơn,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70M-EM,UET.PHY1095,Vật lý đại cương 1,3,30,15,105,4,66,UET.PHY1095 29,CL,LT+TH,2,1,405-B,Nguyễn Đức Cường+Trần Đức Đông,,"Học 1 ca/15 tuần, thi đợt 2"
K70M-EM,UET.COM1050,Tư duy tính toán,5,45,,,1,66,UET.COM1050 32,CL,LT,6,2,203-A,Trần Văn Trung,,"Học 1 ca/15 tuần, thi đợt 2"
K70M-EM,UET.COM1050,Tư duy tính toán,5,,42,,1,66,UET.COM1050 32,CL,TH,4,1,307-A,Lê Đức Duy+Nguyễn Minh Đức,,"Học 1 ca/15 tuần, thi đợt 2"
K70M-EM,UET.MTE2109,Hình hoạ kỹ thuật và CAD,3,30,,90,3,66,UET.MTE2109 4,CL,LT,3,1,503-B,Hoàng Quốc Anh,,"Học 1 ca/10 tuần, thi đợt 1"
K70M-EM,UET.MTE2109,Hình hoạ kỹ thuật và CAD,3,,30,90,3,66,UET.MTE2109 4,CL,TH,3,2,503-B,Hoàng Quốc Anh,,"Học 1 ca/10 tuần, thi đợt 1"
K70E-EC1,UET.COM1050,Tư duy tính toán,5,45,,163,1,60,UET.COM1050 21,CL,LT,5,2,503-B,Lê Quốc Anh,,"Học 1 ca/15 tuần, thi đợt 2"
K70E-EC1,UET.COM1050,Tư duy tính toán,5,,42,163,1,60,UET.COM1050 21,CL,TH,4,1,403-A,Lê Quốc Anh+Trần Minh Hoàng,,"Học 1 ca/15 tuần, thi đợt 2"
K70E-EC2,UET.COM1050,Tư duy tính toán,5,45,,163,1,61,UET.COM1050 22,CL,LT,6,2,410-B,Lê Quốc Anh,,"Học 1 ca/15 tuần, thi đợt 2"
K70E-EC2,UET.COM1050,Tư duy tính toán,5,,42,163,1,61,UET.COM1050 22,CL,TH,4,3,304-A,Lê Quốc Anh+Nguyễn Kiên,,"Học 1 ca/15 tuần, thi đợt 2"
K70E-EC3,UET.COM1050,Tư duy tính toán,5,45,,163,1,61,UET.COM1050 23,CL,LT,2,2,402-B,Lâm Sinh Công,,"Học 1 ca/15 tuần, thi đợt 2"
K70E-EC3,UET.COM1050,Tư duy tính toán,5,,42,163,1,61,UET.COM1050 23,CL,TH,3,1,504-A,Lâm Sinh Công+Nguyễn Thế Khang,,"Học 1 ca/15 tuần, thi đợt 2"
K70E-EC4,UET.COM1050,Tư duy tính toán,5,45,,163,1,61,UET.COM1050 24,CL,LT,5,4,506-B,Lâm Sinh Công,,"Học 1 ca/15 tuần, thi đợt 2"
